tweet,clean_tweet,label
dosa besar  deschamp pildun kali ini: ngga mainin bek muda terbaik di dunia,dosa besar deschamp pildun kali ini tidak mainin bek muda terbaik di dunia,
"🤍 aku bru nntn pildun 2022 ini &amp; sblmnya ga terlalu suka bola jg, trs aku heboh jagoanku menang, aku dikatain ""fans karbitan"" ""halah baru nntn bola ini aja lu"" ""nntn bola mah dri dulu, baru nntn skrg aja sok tau"" ""halah lu suka dia krna t1ktok kan?"" sedih bgt😭 emg ga (cont)",aku baru nonton pildun 2022 ini sblmnya tidak terlalu suka bola juga terus aku heboh jagoanku menang aku dikatain fans karbitan halah baru nonton bola ini saja kamu nonton bola mah dari dulu baru nonton sekarang saja sok tahu halah kamu suka dia karena t1ktok kan sedih banget memang tidak cont,
@rajelvj Abis nobar pildun ya?,habis nonton bareng pildun iya,
"@weebsminority_ @Rippat1254728 @imamfaisl @idextratime loh enggak, emg 2010 itu lebih ke memorable, jadi wajar banyak yg bilang itu pildun terbaik, terbaik apa enggaknya kan subyektif. Tapi klo bg gw sih 2022 the best sih",loh tidak memang 2010 itu lebih ke memorable jadi wajar banyak yang bilang itu pildun terbaik terbaik apa enggaknya kan subyektif tapi kalau abang saya sih 2022 the best sih,
@gsp1209 @idextratime Dia salah satu tumpuan argentina pas Copa America... Finalissima sama kualifikasi pildun... Tapi sayang pas pildun malah memble,dia salah satu tumpuan argentina pas copa america finalissima sama kualifikasi pildun tapi sayang pas pildun bahkan memble,
habis nonton pildun baru keinget tenggorokan gue seret bgt anjirr baru sadar gak minum apapun gegara deg²an mampus :),habis nonton pildun baru keinget tenggorokan saya seret banget anjirr baru sadar tidak minum apapun karena deg2an mampus,
final pildun tahun ini seru banget,final pildun tahun ini seru banget,
Ngga sia2 nonton Pildun dari Fase Grup sampe sampe akhir. Ujungnya Happy Ending!! 😭😭,tidak sia-sia nonton pildun dari fase grup sampai sampai akhir ujungnya bahagia ending,
@redv3lvetttt Abis nobar pildun ya?,habis nonton bareng pildun iya,
"ternyata td final pildun ya wkwk,  pantes org2 diburjo pd heboh smpe kdngeran",ternyata tadi final pildun iya wkwk pantes orang-orang diburjo pada heboh smpe kdngeran,
"@idextratime Sumpah gak nyangka sih bakal seseru ini. Serak karena triak2, beberapa kejutan, pildun terakhir messi sm dodo. Walaupun banyak yg udh prediksi sblm mulai tp emang diluar nalar match2nya. Yg boring ada seru banyak. Waktunya bilang ini pildun paling epic gak sih ?",sumpah tidak nyangka sih bakal seseru ini serak karena triak2 beberapa kejutan pildun terakhir messi sama ronaldo walaupun banyak yang sudah prediksi sebelum mulai tapi emang diluar nalar match2nya yang boring ada seru banyak waktunya bilang ini pildun paling epic tidak sih,
thanks banget punya temen bahas pildun and argentina pastinya with you @kuchinxx akhirnya full senyum heheh,terima kasih banget punya teman bahas pildun and argentina pastinya with you akhirnya full senyum heheh,
Kai nonton pildun juga ya ternyata askdhdjd ngebayangin reaksi kai jejeritan pas liat penalti tadi 😂❤,kai nonton pildun juga iya ternyata askdhdjd ngebayangin reaksi kai jejeritan pas lihat penalti tadi,
seru bgt liat org2 bkin story ttg pildun😭,seru banget lihat orang-orang bkin story tentang pildun,
@caranheI @atbcd Apaan? Ketutup pildun tl w,apa ketutup pildun tl w,
@rubyjendugi @idextratime Cocok lah mbape pernah juara pildun+pernah top score  pildun+ klw bisa pemain pildun jadi lengkap sebagai goat,cocok lah mbape pernah juara pildun pernah top score pildun kalau bisa pemain pildun jadi lengkap sebagai goat,
"@pln_123 cek dm dong min, masa iya abis pildun listrik dipadamkan. Mau tidur loh saya🥰",cek dm dong min masa iya habis pildun listrik dipadamkan mau tidur loh saya,
"Baru kali ini liat pildun ikut deg-degan. Yang tadinya dukung prancis, ditengah malah jadi dukung messi karna desperate banget mukanya 😭🤣  Congrate argen 🥳",baru kali ini lihat pildun ikut deg degan yang tadinya dukung prancis ditengah bahkan jadi dukung messi karena desperate banget mukanya congrate argentina,
Final pildun paling seru yg pernah kutonton,final pildun paling seru yang pernah kutonton,
@idextratime Sudah saatnya iwan bule ngangkat pildun,sudah saatnya iwan bule ngangkat pildun,
"Itu tanda ga sih? Menurutku kenapa Tuhan ngasih Argen kalah di awal itu biar fans2nya ngga jumawa dulu, biar kita ragu2 sm argen apa bisa juaa atau ngga, ternyata kekalahan di awal membawa berkah besar. Tim yg semula org2 ragu jd juara pildun tahun ini",itu tanda tidak sih menurutku kenapa tuhan memberikan argentina kalah di awal itu biar fans2nya tidak jumawa dulu biar kita ragu2 sama argentina apa bisa juaa atau tidak ternyata kekalahan di awal membawa berkah besar tim yang semula orang-orang ragu jadi juara pildun tahun ini,
aku tadi sibuk nonton final pildun jadi gak sempet ngetwet kangen kangenan,aku tadi sibuk nonton final pildun jadi tidak sempat ngetwet kangen kangenan,
@traguydlw Abis nobar pildun law?,habis nonton bareng pildun law,
"sebenarnya ga ngikutin pildun, tp karna kaka ipar nonton yaudah nobar ceritanya wkwkwk  dan untungnya karna sering liat ayank main bola aku ga bodoh2 bgt diajak ngobrol",sebenarnya tidak ngikutin pildun tapi karena kakak ipar nonton ya sudah nonton bareng ceritanya wkwkwk dan untungnya karena sering lihat sayang main bola aku tidak bodoh2 banget diajak ngobrol,
senengnya dapat skin baru karna pildun kelar takut eventnya kelar juga 😭👍  https://t.co/Wsi8tv97hH,senengnya dapat skin baru karena pildun kelar takut eventnya kelar juga,
Gw ga nonton pildun tp kok kayanya seru amat,saya tidak nonton pildun tapi kok kayaknya seru amat,
"Final pildun taun ini, match terseru cok",final pildun tahun ini match terseru cok,
"Akhirnya bang leo bisa angkat tropi pildun, selamat",akhirnya bang leo bisa angkat tropi pildun selamat,
dah segitu lika liku dlm sebln membahas pildun 😇 ini akun bkn cmn kifof2an dan badut2an aja yh ges... jd maaf kalo membacotnya kemana2 😇🙏🏻,deh segitu lika liku dalam sebln membahas pildun ini akun bukan cuma kifof2an dan badut2an saja yh ges jadi maaf kalau membacotnya kemana2,
@cixingy Habis nonton pildun ya?,habis nonton pildun iya,
"Day 353/365  Dari sekian obrolan, yang nyangkut di kuping “masi pada rame tu mbak krna final pildun” lainnya cuma “haha, ya, oh” alias kaga denger abang ojolnya ngomong apa.  Welcome back, Ckr! Semangat seminggu ini!  https://t.co/bRrmWdFF2g",day 353 365 dari sekian obrolan yang nyangkut di kuping masi pada ramai itu mbak karena final pildun lainnya cuma tertawa iya oh alias tidak denger abang ojolnya bicara apa welcome back ckr semangat seminggu ini,
mbappe masih bisa next pildun gapapaaaaa,mbappe masih bisa lanjut pildun gapapaaaaa,
Yg mau Juara Pildun syaratnya setahun sebelum penyelenggaraan pindah PSG dlu,yang mau juara pildun syaratnya setahun sebelum penyelenggaraan pindah psg dulu,
"@wongndezo14 @MakCioo @mryanrinaldiy @regista_rgst @idextratime Kalau ini konteksnya gelar individu mbappe blm di level messi/ronaldo di umur 23. Gelar piala dunia itu kan as a team yak. Mbappe Nge gendong negaranya mksd kw di pildun 2018? Bangun adek, dapat salam dari Kante!",kalau ini konteksnya gelar individu mbappe belum di level messi ronaldo di umur 23 gelar piala dunia itu kan as a team ya mbappe nge gendong negaranya maksud imitasi di pildun 2018 bangun adek dapat salam dari kante,
udahan pildun ni siap siap liat match madrid yg bikin darting,udahan pildun ini siap siap lihat match madrid yang bikin darting,
"@UPIfess info next batch nya dong kapan, ga sempet ikut karena nobar pildun",informasi lanjut batch nya dong kapan tidak sempat ikut karena nonton bareng pildun,
"@najellydrink @brahmaputraaaa nah iki teko ayang e, nobar pildun 4 tahun maneh wis dadi bojone",nah iki teko sayang e nonton bareng pildun 4 tahun kamu wis dadi bojone,
"@rameidian @The_RedsIndo @JamesPearceLFC Lu kalo merhatiin tweet orang itu selama pildun ini, pasti paham lah gimana orangnya. Akhirnya kebuka juga sifat aslinya hahahaha.",kamu kalau merhatiin tweet orang itu selama pildun ini pasti paham lah bagaimana orangnya akhirnya kebuka juga sifat aslinya hahahaha,
"orang"" tadi pada nonton pildun tereak"" dibawah, w nobar aos sama rika wkwkwk, pas beres langsung ke bawah trs syok ternyataa si ibu sok""an nonton pildun jg sambil tereak"" ngakak, w selama pildun cuma nonton final ini itupun pas extratime+penalty wkwkwk",orang tadi pada nonton pildun tereak dibawah w nonton bareng aos sama rika wkwkwk pas beres langsung ke bawah terus syok ternyataa si ibu sok an nonton pildun juga sambil tereak tertawa w selama pildun cuma nonton final ini itupun pas extratime penalty wkwkwk,
@caranheI Baru sadar juga td pas pildun kelar😔,baru sadar juga tadi pas pildun kelar,
@s0eclist Wis genah argentina wingi menang kocokan pildun taun kie koh pada ngeyel,wis genah argentina wingi menang kocokan pildun tahun kie koh pada ngeyel,
"🤘🏻 Habis non(T)on pildun gak bisa tdur, gmn kalau kita sleep call aja?",habis non t on pildun tidak bisa tdur bagaimana kalau kita sleep call saja,
feeling in 67’ buat Prancis bikin grrr! lasut tapi seru. hanupis pildun👏🏽,feeling in 67 buat prancis bikin grrr lasut tapi seru hanupis pildun,
"Gokil emang Argentina, melalui proses panjang di beberapa event pildun sebelumnya, jatuh bangun, dan doanya baru dijawab dipildun 2022, lengkap sudah perjalanan karir sepakbola babang messi, perdebatan berakhir kini kita semua tau siapa goat sesungguhnya🐐  Selamat Argentina 🇦🇷",gila emang argentina melalui proses panjang di beberapa event pildun sebelumnya jatuh bangun dan doanya baru dijawab dipildun 2022 lengkap sudah perjalanan karir sepakbola babang messi perdebatan berakhir kini kita semua tahu siapa goat sesungguhnya selamat argentina,
"Meriah bgt pildun taun ini, Karna messi.",meriah banget pildun tahun ini karena messi,
Gpp kemarin dia udh angkat trophy dan masih banyak kesempatan main pildun lagii,tidak apa-apa kemarin dia sudah angkat trophy dan masih banyak kesempatan main pildun lagii,
Makasi pildun bikin mood gue balik lagi,makasi pildun bikin mood saya balik lagi,
@CORLEONJK @idextratime Sudah berakhir lah dengan pildun ini,sudah berakhir lah dengan pildun ini,
"@HerryHooliganz @DadanSudjana4 @idextratime Daripada pemain yg di poster gak pernah nyentuh pildun, boro boro nyetuh trophy ke final aja ngos ngosan😆",daripada pemain yang di poster tidak pernah nyentuh pildun boro boro nyetuh trophy ke final saja ngos ngosan,
@claudeOtat @idextratime Kocag nih org kualifikasi pildun.. Copa America... Finalissima gacor... Pas pildun malah memblee,kocag ini orang kualifikasi pildun copa america finalissima hebat pas pildun bahkan memblee,
@Cristiano_time7 @idextratime 2026 portugal masuk pildun lagi aja kyknya bkl susah pemain yg gendong udh pensi paling🤣,2026 portugal masuk pildun lagi saja kayaknya akan susah pemain yang gendong sudah pensi paling,
ni final pildun 2022 kalo gak nonton nyesel seumur idup soalnya SESERU ITU,ini final pildun 2022 kalau tidak nonton nyesel seumur idup soalnya seseru itu,
Mana ni meme meme - Spanyol = Argen gara gara kalah dulu di match opening - Messi juara pildun gara gara masuk psg sama kayak ronaldinho,mana ini meme meme spanyol argentina gara gara kalah dulu di match opening messi juara pildun gara gara masuk psg sama kayak ronaldinho,
(Pas nonton final #pildun)...yang megang atau fans argen pada jingkrak kesenengan. . . Sementara pihak fans prancis pada bengong. . . Ada juga penonton netral yang cuma diem. Mereka yang dukung timnas gugur fase grup.,pas nonton final pildun yang pegang atau fans argentina pada jingkrak kesenengan sementara pihak fans prancis pada bengong ada juga penonton netral yang cuma diem mereka yang dukung timnas gugur fase grup,
Dari dulu selalu mikir keknya mustahil bgt dah messi ini juara pildun kalau liat squad timnas argen dari 2010-2018,dari dulu selalu mikir kayaknya mustahil banget deh messi ini juara pildun kalau lihat squad timnas argentina dari 2010 2018,
koyoke mene igd full penyakit gawe seng kalah pildun🤪🤪🤑🤑🤑,koyoke mene igd full penyakit kerja seng kalah pildun,
"@aliansyahahaha @idextratime hype sblm masuk pildun ini ga kerasa, tp pas masuk di jalanin nya ga expect bakal se seru ini",hype sebelum masuk pildun ini tidak kerasa tapi pas masuk di jalanin nya tidak expect bakal se seru ini,
masi banyak si yg mau di tweet ini soal pildun agaknha aku sedih pildun udh slese kea haduh mana lama bgt lgi 2026 gpp ntr kita be sambat di twt lg doain aja 4taun lgi nntn pildun sm ayank🥹🥳😝😝💪🏻🤲🥇☝️🫰🫰,masi banyak si yang mau di tweet ini soal pildun agaknha aku sedih pildun sudah slese kea haduh mana lama banget lagi 2026 tidak apa-apa ntr kita be sambat di twt lagi doain saja 4taun lagi nonton pildun sama sayang,
"@Askrlfess Karir dia masih panjang, 2018 udah juara Pildun. Sekarang dapet golden boot. Next pildun masih bisa main. Masih banyak achievement yg bisa diraih.",karir dia masih panjang 2018 sudah juara pildun sekarang dapat golden boot lanjut pildun masih bisa main masih banyak achievement yang bisa diraih,
gua gamau tau next brazil harus juara pildun 2026,saya tidak mau tahu lanjut brazil harus juara pildun 2026,
@alyaptlka Bngke wkwkwk pildun U 20 dong,bngke wkwkwk pildun kamu 20 dong,
2026 pildun di USA ya gais ya. bisalah ini nabung buat liat mbappe lagi nanti.,2026 pildun di usa iya gais iya bisalah ini nabung buat lihat mbappe lagi nanti,
"jagoan ku mbappe si, tapi berharap emg messi yg penang pildun tahun ini soalnya kemungkinan pildun terakhir messi yakan. he deserved, selamat messi. tahun 2026 ntar tahun ayang mbappe ya semangat juga ayang mbappe",jagoan ku mbappe si tapi berharap memang messi yang penang pildun tahun ini soalnya kemungkinan pildun terakhir messi yakan he deserved selamat messi tahun 2026 nanti tahun sayang mbappe iya semangat juga sayang mbappe,
"Mainmu hebat bang gapapa, next pildun kita bawa pialanya pulang ke prancis🇫🇷🇫🇷  https://t.co/462BYBe7Qj",mainmu hebat bang tidak apa-apa lanjut pildun kita bawa pialanya pulang ke prancis,
@Roycoba @idextratime Di kualifikasi pildun dia salah satu yg gendong argentina... Tapi pas pildun mainnya memble,di kualifikasi pildun dia salah satu yang gendong argentina tapi pas pildun mainnya memble,
"@Yarimutt @FaktaSepakbola Yoii bro Kan ampir smua media di wakanda heboh kalo pildun gaseru, kurang antusias, sipaling tau gitu  Skrang pada jilat ludah 😅",yoii saudara laki-laki kan ampir semua media di wakanda heboh kalau pildun gaseru kurang antusias sipaling tahu gitu skrang pada jilat ludah,
aamiin semoga nanti nonton pildun 2026 udah sama km yaa,aamiin semoga nanti nonton pildun 2026 sudah sama kamu yaa,
MVP di match pildun indonesia ya @vidio  error di match piala dunia . Setiap error ada goal sattttt,mvp di match pildun indonesia iya error di match piala dunia setiap error ada goal sattttt,
Final pildun paling seru.🔥 Selamat buat Argentina.🏆  #WorldCup2022  #Qatar,final pildun paling seru selamat buat argentina worldcup2022 qatar,
"Bakal nyesel se nyesel nyesel nyesel nyesel nyesel nya, kalo pada ga nonton pildun 2022. Gila!",bakal nyesel se nyesel nyesel nyesel nyesel nyesel nya kalau pada tidak nonton pildun 2022 gila,
Prancis lah. Kita balas di pildun 2026 ✊,prancis lah kita balas di pildun 2026,
Haaland pindah kewarganegaraan ke Inggris sih pildun 2026 auto rame edan,haaland pindah kewarganegaraan ke inggris sih pildun 2026 auto ramai edan,
"@convomfs Selama gue nonton pildun kayanya ini moment paling epic sih 3-3 cuyy. Tapi kayanya ini bakalan jadi pildun terakhir, pemain2 legend udh pada pensiun. Pildun selanjutnya bakalan udh gk seasik dulu2",selama saya nonton pildun kayaknya ini moment paling epic sih 3 3 cuyy tapi kayaknya ini akan jadi pildun terakhir pemain-pemain legend sudah pada pensiun pildun selanjutnya akan sudah tidak seasik dulu2,
@idextratime dengerin cuitan yg bilang pildun settingan. bodo amat dahh🤣🤣🤣🤪  https://t.co/pj0fm6QYYM,dengerin cuitan yang bilang pildun settingan bodo amat dahh,
sekaligus pildun terbaik yg pernah gue tonton hahaha san kali ini ga meleset juaranya,sekaligus pildun terbaik yang pernah saya tonton hahaha san kali ini tidak meleset juaranya,
@idextratime Tetep jagoin France seperti pildun tahun ini yg dr awal jagoin France 🤭,tetap jagoin france seperti pildun tahun ini yang dari awal jagoin france,
